"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1000","Login functionality - Login with valid credentials","","Sat Nov 15 18:45:57 IST 2025","passed","Sat Nov 15 18:45:58 IST 2025","","","",""
